ID,Description,Entry_ID,Comment,Grammar_Comment,Media_IDs,Semantic_Domain,Synonym,alt_translation2
SN003721,want to do something,rake_tea,,,,emotions,,
SN003722,want it like this; want that something happens,LX000035,,,,emotions,,
SN003723,want to do something very much; like somebody or something very much,rakerake_1,,,,emotions,,
SN003724,search for somebody or something in many places,rakerake_2,,,,unclassified,,
SN003725,want it like this,LX000036,,,,emotions,,
SN003726,(of coconuts) flower-sheath; spathe; sheath covering the coconuts,rakopo_1,,,8c39446353e070acb3bd560ef67be8c7 ; e000364b56d0a3c6d0ff6e59d2e4b64d,plants,,
SN003727,(of the flower sheath of a coconut palm) cover,rakopo_2,,,052277644d85cd9ca2e2124db5bec243,plants,,
SN003728,stick on something (habitually or many things on many other things),rakorakoto,,,,position,,
SN003729,stick on something; cling to something,rakoto,,,,position,,
SN003730,"rambutan, closely related to the lychee",rambutan,,,ac866d01bd510416a30bb1a89c17bfa6,plants,,nephelium lappaceum
SN003731,"lick (at) something, lap something up with the tongue",rame,,,,body & health,,
SN003732,a small tree,rameana,,,f364f2c388e3725cdec8ca59c43bbf3f ; b283be7bd749061e93e1fff452eadf28 ; db7bf23f7c4a549cfb377992b150f2da,plants,,pipturus sp.
SN003733,lick at something many times,ramerame,,,,body & health,,
SN003734,"kind of shark, similar to the veraka shark (lit. suvahi licker)",ramerame_suvahi,,,2ba94272f8a9c465491e1c630b544d25,"animals, fishes",,
SN003735,kind of vegetable,ramisi,,,,plants,,
SN003736,rough (to touch); irritate somebody's skin,ranii_1,,,,physical properties,,
SN003737,sugarcane species,ranii_2,,,,food & drink,,
SN003738,irritating (the skin); rough to touch,raniranii,,,d7d4d006ede0c5643a0c395ac926e820 ; 61a4dfa9f6a35718059449b9d8147549 ; b68f37a97fd48475529cd142316b4e43,physical properties,,
SN003739,"heliconia indica, plant similar to the banana",raon,,,da322e7ed879a497ea58c4551261ab99 ; ad652e571fe8962489740fc9addf21aa,plants,,heliconia indica
SN003740,them,raori,the short from of the 1st person plural inclusive imperfective aspect marker is a proclitic of the 3rd person plural pronoun.,,,grammar,,
SN003741,side,rapa-,,,3a54953191332ee5d169faac5475f43c ; 71231398994fc56e120f005a52f244ea,spatial relations,,
SN003742,near the ...; side of the ...,rapana,The forms without an article function as the head of Locative Phrases.,,,spatial relations,,
SN003743,at the beach; near the beach,rapana_kasuana,The literal meaning is 'the side of the beach' which may be on the land or in the water.,,1d0927667a0bc01f2814868a1e0d43f1 ; f32786705ac77673457c57dddf4f84fd,spatial relations,,
SN003744,side of the ocean; near the ocean,rapana_namana,,,,spatial relations,,
SN003745,his side; her side,rapanae,,,,body & health,,
SN003746,near the ...; next to the ...,rapano_1,The forms without an article function as the head of Locative Phrases.,,,spatial relations,,
SN003747,near the ...; side of the ...,rapano_2,The forms without an article function as the head of Locative Phrases.,,,spatial relations,,
SN003748,next to the canoe; at the side of the canoe,rapano_sinivi,,,,spatial relations,,
SN003749,a forest tree,rapaono,,,fece1ff91db294a9d62d4479b065fe78 ; f5f8ef164013b5a838559fe35ce35da2,plants,,
SN003750,arrow made from the middle rib of a sago palm leaf,rapi,,,,tools & weapons,,
SN003751,long bush knife,rapisi_1,,,ddf2479aae299255e8e224a5ee57e494 ; ddeba1474fa83e859f5dbe72d7afde2e,tools & weapons,,
SN003752,cut something (e.g. grass) with a long bush knife,rapisi_2,This verb is derived from <rapisi> 'to whip' by semantic extension. he movement of the arm holding the knife is similar to the movement of whipping.,,531c4b396c4ec74c541839576b153372 ; e0e1a436e66729dad61bb5cd3952f168 ; db28a8bbc5c51d592eb8da0d81f46a7c,cutting ; cutting,,
SN003753,whip someone (with something),rapisi_3,,,,unclassified,,
SN003754,imperfective aspect marker,rara,In combination with <kahi> and <pasi> the imperfective aspect marker of the 1st person plural inclusive inicates that the event in question is definitely going to happen in the near future. in combination with <na> it is regularly happens.,,,time,,
SN003755,covered with grillie,raraaguu,,,,body & health,,
SN003756,it,rarai,The imperfective aspect marker of the 1st person plural inclusive hosts the 3rd person singular enclitic pronoun.,,,grammar,,
SN003757,very smooth,raramun,,,6f823686d5ceb21e05fe3bd5ba1204f8 ; 407e7f7bd953504bc99e5c9f9d08a351,physical properties,,
SN003758,high wave,rarao,,,,environment,,
SN003759,part of the upee ceremony in which trees are planted in the middle of the village square,raraokana,,,,culture,,
SN003760,sort something out; select somebody,rare,,,,unclassified,,
SN003761,jungle; bush; forest,rasuu,,,,environment,,
SN003762,there with you; there close by,rau,,,,spatial relations,,
SN003763,heat something over the fire; singe something (e.g. a pig),rava,,,5b185d5d3fad279425b31f464d6ce522 ; 67fd5d52dd6bcb481cc1c59522bc8aaf,fire,,
SN003764,sarong; lavalava; clothes,ravarava,,,,clothing & grooming,,
SN003765,vine species used for making strings,raviana,,,d6a981eb51ec4d639fa561094f6a1efc ; d7d265eac05dc49e9528f9c02bb72226,plants ; tools & weapons,,
SN003766,be heaped up,ravun,,,,position,,
SN003767,imperfective aspect marker,LX000037,The short form of the imperfective aspect of the 1st person inclusive plural occurs as a proclitic form as in <ra=ara> in [Sha 01E(Eno) 117] and <ra=e> in [Val 02R 106] and as enclitic form as in <maa=ra> in [Sii 39W 041].,,,grammar,,
SN003768,then; so that,re,,,,grammar,,
SN003769,dislike; feel disgust; not want,reasi,,,,body & health,,
SN003770,reject somebody or something,reasi_ni,,,,emotions,,
SN003771,yuck (expression of disgust),ree,,,,emotions,,
SN003772,belt worn by girls at their initiation ceremony,reeree,,,3d5c7d151ddd0e938dc62dfda9893d71 ; af8af680255c9e4cbef2ca67efd8a438,clothing & grooming,,
SN003773,razor blade,reesaa,loanword,,,tools & weapons,,
SN003774,"belt, waistband, strap",reet,,,,clothing & grooming,,
SN003775,my goodness,reh,,,,emotions,,
SN003776,"oh, my God! how dreadful! what a pity!",rehe,,,,emotions,,
SN003777,(of wood) become very hard; become as hard as stone,rekaha,,,,physical properties,,
SN003778,rake something,reke_1,,,,removal,,
SN003779,"(of the reef) be, become dry",reke_2,,,,environment,,
SN003780,then; so that,repaa,,,,grammar,,
SN003781,cut into small pieces,repirepi,,,a6003004ec88fca26d584be2e458466d,food & drink,,
SN003782,"and then, and so",rerau_1,,,,unclassified,,
SN003783,there,rerau_2,,,,spatial relations,,
SN003784,bleed,rerevasin,,,,body & health,,
SN003785,blood,revasin_1,,,,body & health,,
SN003786,menstruation,revasin_2,,,,body & health,,
SN003787,object marker,ri_1,The object marker of the 3rd person plural cross-references objects that usually refer to human beings. ; Typically used as a proclitic <ri=> or an enclitic <=ri>.,,,grammar,,
SN003788,imperfective aspect marker of the third person plural,ri_2,<ri> 3PL.IPFV only occurs as a clitic. The independent form is <rori>,,,grammar,,
SN003789,This marker that links a 3rd person plural possessor to the preceding noun,ri_3,The possessive marker and the following pronoun are often written together with the preceding noun referring to the possessee as in [Pur 05R 127].,,,grammar,,
SN003790,object marker combined with an article,ria_1,"The plural object marker <ri> cross-references collective NPs in object function. Collective nouns like <kan> 'group', <Siapani> 'Japanese (people)' take the singular article of the 2nd class, but with respect to cross-references by object markers or imperfective aspect marker, they are treated like plural NPs.",,,grammar,,
SN003791,imperfective aspect marker combined with an article,ria_2,"In the examples below the imperfect aspect marker cross-references collective NPs that are marked by the singular article, but refer to more than one person. These NPs function as non-topical subjects of relative clauses.",,,grammar,,
SN003792,possessive marker combined with an article,ria_3,"Collective nouns like <ta Teapu> 'Teop people', and nouns quantified by cardinal numerals take the singular article of the 2nd class, but are cross-referenced the plural possessive marker <ri>.",,,grammar,,
SN003793,you (pl.),riam,3rd person plural object marker followed by the 2nd person plural basic pronoun,,,grammar,,
SN003794,object marker combined with an article,riere,The 3rd person plural object marker combines with the associative plural article <ere>.,,,grammar,,
SN003795,pull something off; untie something (a knot); open something (a parcel),rigaha,,,,removal,,
SN003796,untie something,rigarigaha,,,,unclassified,,
SN003797,"wind something up, roll something up (e.g. a string, rope, fishing line, etc.)",rigun,,,8f671c3dd128459a11bae4e7cd53f1d3 ; 9159adb1e4ce73fc084f81c1680e8d6a,unclassified,,
SN003798,make a fist,rigun_a_kuriman,,,,body & health,,
SN003799,"wind something up, reel something in, roll something up (e.g. a string, rope, fishing line, etc.)",rigunu,,,,unclassified,,
SN003800,near someone or something (lit. the proximity of the ...),rihina_1,<rihina1> is a noun that heads a Locative Phrase.,,,spatial relations,,
SN003801,close to someone or something; near someone or something,rihina_2,"In contrast to <rihina1>, <rihina2> behaves like a preposition. It governs a NP and when it is incorporated in the VC, increases the valency of the VC.",,,spatial relations,,
SN003802,nearby (lit. in its proximity),rihinae,,,,spatial relations,,
SN003803,stripes,rihirihi,,,2339ada4b8b2bcc9a4f26b398128d27f ; a5d525533068a8eb397e1e64e7ced3cc,colours & patterns,,
SN003804,small shellfish whose shell is used for necklaces,rii,,,548b38c40c362fced782c322899ea3de,"animals, shellfish",,
SN003805,have ... stripes,riirihi,,"The form <rihirihi> functions as the first part of an adjectival possessive compound. Since the first part of such compounds is usually formed by a noun, <rihirihi> is classified as a noun meaning 'stripes'.",,colours & patterns,,
SN003806,"kind of fish, unidentified",riirivi,,,63c72d7657b21d376c41b4aa2da289c1 ; eb3507927c639e828c01662bf04d5473,"animals, fishes",,
SN003807,"tropical almond, sea almond",riiroo,,,8195b0685bf43856d5b9889542998d35 ; 4f38f14d0efd4055a7c0ec375459bffa ; a91ed27f6467095c1967920fc1fbdf62,plants,,terminalia catappa
SN003808,rib,rikirikii,,,,body & health,,
SN003809,object marker combined with an imperfective aspect marker,rina,The 3rd person plural object marker combines with the 3rd person singular imperfective aspect marker.,,,grammar,,
SN003810,object marker combined with an article,rio_1,3rd person plural object marker combines with the basic plural article of the 2nd class.,,,grammar,,
SN003811,imperfective aspect marker combined with an article,rio_2,3rd person plural imperfective aspect marker combines with the basic plural article of the 2nd class,,,grammar,,
SN003812,possessive marker combined with an article,rio_3,The 3rd person plural possessive marker combines with the basic plural article of the 2nd class,,,grammar,,
SN003813,they; them,riori_1,The 3rd person plural pronoun can be a non-topical subject pronoun as in the relative clause in [Jub 01W 020] or an object pronoun as in [Sia 01E(Joy) 016].,,,grammar,,
SN003814,they,riori_2,The 3rd person plural imperfective aspect marker combines with the 3rd person basic pronoun,,,grammar,,
SN003815,their,riori_3,3rd person plural possessive marker combines with the 3rd person plural pronoun,,,grammar,,
SN003816,armlet made of vines which is used to secure carving tools to the arm when hollowing out a log in order to make a canoe,ripisi,,,,boats & other means of transport,,
SN003817,catch many animals,riporipoto,,,,unclassified,,
SN003818,grab somebody or an animal with both hands or arms; embrace somebody,ripoto,,,12c2f09ae49d5f66e6fadcf44f01be94,unclassified,,
SN003819,they,ririori,The non-topical 3rd person plural subject pronoun hosts the proclitic object marker and imperfective aspect marker of the 3rd person.,,,grammar,,
SN003820,shiver (with fear or cold),riririi,,,,body & health,,
SN003821,3rd person plural object marker with the 3rd person plural imperfective aspect maker,rirori,the ling form of the 3rd person plural imperfective aspect marker hosts the proclitic 3rd person object marker,,,grammar,,
SN003822,water container,riu_1,,,,containers,,
SN003823,object marker combined with the immediateness marker,riu_2,The 3rd person plural object marker combines with the immediateness marker,,,grammar,,
SN003824,(of humans and animals) mouth,rivo,,,10309f7d8c76d157e9a3e8c3dd056f7b,body & health,,
SN003825,having a low-pitched voice,rivo_gunun,,,,sound,,
SN003826,having a deformed mouth,rivo_kahee,,,,body & health,,
SN003827,having a sharp mouth,rivo_kakaniva,,,b2df1eac0a26f55a6d52b77d9ea1b28e ; 39907ab97b5ac48cbfa10427fb55ee4f,body & health,,
SN003828,having a high-pitched voice,rivo_kiririi,,,,sound,,
SN003829,having a pointed mouth,rivo_kopis,,,8836fa6bc2484043cbad84eb617b90d9,body & health,,
SN003830,blade of a saw,rivo_na_soo,,,,tools & weapons,,
SN003831,kind of a small bony fish,rivohana,,,6cdd7de84ea5c3ae307bac288b504bc1,"animals, fishes",,
SN003832,my mouth,rivonaa,,,,body & health,,
SN003833,his/her/its mouth,rivonae,,,,body & health,,
SN003834,"traditional valuables which consist of bats' teeth, shell money and special shells",rivuhu,,,b9cd51c6e93b222784c4a87a7c64fab4 ; c015c5fa60a8700bccc0ccce1311284e,"animals, shellfish",,
SN003835,object marker of the 3rd person plural,LX000038,The 3rd person plural object marker main cross-references objects that refer to human beings,,,grammar,,
SN003836,imperfective aspect marker of the 3rd person plural,LX000039,,,,grammar,,
SN003837,mother-in-law; in-laws,roanabai,,,,kinship,,
SN003838,sun,roava_1,,,ae1b76ed52d74ab431b1505cad56bb76,environment,,
SN003839,sunlight,roava_2,,,,environment,,
SN003840,daytime,roava_3,,,,time,,
SN003841,noon,roava_4,,,,time,,
SN003842,be exposed to the sun,roava_5,,,,agriculture,,
SN003843,"pierce something, make a hole into something (e.g. a coconut, a shell)",robono,,,919aafdc22b354f0b49fd41c340107fe,unclassified,,
SN003844,pierce holes into something,roborobono,,,,unclassified,,
SN003845,"Coastal Hibiscus, cottonwood, a large hibiscus tree",roge,,,e7a34f6488d7a59ab39adacc386e9ed7 ; b20f41a057894bcafaa0653ab129b066 ; 57c73a1c2fcc2ad5a575cc6fffaae155,plants,,
SN003846,before; before doing something else; a long time ago,roho,,,,time,,
SN003847,they ... before; them ... before,rohori,The adverb <roho> is fused with the 3rd person plural pronoun,,,grammar,,
SN003848,kind of freshwater fish,rokoitoa,,,,"animals, fishes",,
SN003849,toad,rokoroko,,,eff23975c435b03214ed13283260fa1a ; d481590b550988bb31b4702bf1b038cc ; 385908288ff4d56f4e52cfa459b8841e,"animals, unclassified",,
SN003850,kind of clamshell,rokorokoo,,,,"animals, shellfish",,
SN003851,trunk of animals and plants; stem of plants,rom_1,,,71231398994fc56e120f005a52f244ea ; 63c72d7657b21d376c41b4aa2da289c1,plants,,
SN003852,slice something; cut something in half; make a cross-cut on something long so that it becomes two or many parts (e.g. the trunk of a pig or the stem of a tree),rom_2,,,a4822d4d231dccc5aaf4acf1a5f1fb2a ; fd2bdd397784afb3f384bc4f5d767976,cutting,,
SN003853,hoe for chopping wood,rom_3,,,611b2b1f40cededea38e86971ac2956e,tools & weapons,,
SN003854,halfway,rom_4,,,,spatial relations,,
SN003855,cut something into three pieces by making cross-cuts,rom_kukan,,,4d7e3461d4d0f2940cbb0fd57e059f10,cutting,,
SN003856,cut something off from a long thing by a cross-cut,rom_kurusu,,,333ca2996b6ab4ab81032672c77a59f5,cutting,,
SN003857,coconut palm stem,rom_overe,,,,plants,,
SN003858,cut according to a measurement,rom_suku,,,,cutting,,
SN003859,slice something; cut something by cross-cuts into many pieces,romrom_1,,,8620b643fdf985846707b0e0fb905e6b,cutting,,
SN003860,hoe (tool),romrom_2,,,,tools & weapons,,
SN003861,middle pieces; slices of the trunk,romrom_3,,,,spatial relations,,
SN003862,cut something crosswise into short pieces,romrom_vakakato,,,,cutting,,
SN003863,kind of large tree,rooa,,,3dd4ad6567fef51ee7f7911cb7e0d320 ; 068079417e21aa0553ca674b3a49fbad,plants,,alstonia brassii
SN003864,silent,roomi,,,,communication,,
SN003865,dish made of sweet potatoes and coconut which is wrapped in karirava leaves and baked in a fire,roororo,,,58f0b7fda5451a155e59a7f3772c9668,food & drink,,
SN003866,tie something tight,rooroto_1,,,db36010cc1fb246d63d04719b28c1cb5,unclassified,,
SN003867,fish for tuna,rooroto_2,,,db36010cc1fb246d63d04719b28c1cb5,fishing,,
SN003868,giant,roosuu,,,c08012a042e5dc4445177b0595f255aa,persons,,
SN003869,boil,rootoo,,,,body & health,,
SN003870,grouper; Honeycomb Grouper; Brown-Spotted Reef Cod,roovu,,,d87379bb91405821253a3b8bf535c7b5 ; 63feedd9acfc4c9f40899d58ad2bac0a,"animals, fishes",,Epinephelus merra
SN003871,grouper species,roovu_kokobusu,,,a78b5102c3b98ab46a48f6965422b06b,"animals, fishes",,Epinephelus ; Serranidae
SN003872,set (of the sun or the moon),ropo,,,ae1b76ed52d74ab431b1505cad56bb76,motion,,
SN003873,(of the sun and the moon) set,roporopo,,,,environment,,
SN003874,grab somebody or something,ropu,,,,transfer,,
SN003875,remove something; pull something out; take something out,ropusu,,,,removal,,
SN003876,Helmet Shell,roravita,,,b330fde347059bf33a7e2ebfe4cdb9f1 ; a54f646a14490f6734ef446c7d600bfe,"animals, shellfish",,cassidae
SN003877,imperfective aspect marker of the 3rd person plural,rori,,,,grammar,,
SN003878,frigate bird,roromaio,,,22c61719fc183a9c76e1a3603e0e1d7b,"animals, birds",,fregata
SN003879,flee; escape,rosin,,,,motion,,
SN003880,flee into something,rosin_hopo_vo,,,,motion,,
SN003881,flee from something or somebody; escape from something or somebody,rosin_kahi,,,,motion,,
SN003882,run away with someone,LX000040,,,,motion,,
SN003883,escape from somebody or something,rosin_ni,,,,motion,,
SN003884,flee into the jungle,rosin_tagihu,,,,motion,,
SN003885,escape,rosin_vamee,,,,motion,,
SN003886,immediately run away,rosiniu,<rosini> is a variant of <rosin>.,,,motion,,
SN003887,flee; run away,rosirosin,,"The reduplication either indicates that many people or animals flee, that someone flees from one place to another, or that someone repeatedly runs away.",,motion,,
SN003888,strangle,roto_govara,,,,unclassified,,
SN003889,be absent; disappear,rova_1,,,,unclassified,,
SN003890,"even, although",rova_2,,,,unclassified,,
SN003891,consider somebody or something,rova_3,,,,cognition,,
SN003892,disappear (moving away) from somebody,rova_kahi,,,,motion,,
SN003893,"string made from the fibres, used for seaming fishing nets; seam",roveana_1,,,45d621607992162b9be535d76b7f808b ; 79e67cd15d3a1162dcbad1518a8a9ae1,tools & weapons,,
SN003894,make the seam of the fishing net,roveana_2,,,79e67cd15d3a1162dcbad1518a8a9ae1,tools & weapons,,
SN003895,cook something in coconut cream,rovi,,,,food & drink,,
SN003896,swamphen,roviho,,,124c7dbb23d71b0dd4cabafb60d8f664,"animals, birds",,porphyrio porphyrio
SN003897,cook something in coconut oil.,rovirovi,,,,food & drink,,
SN003898,kind of sappy vine (not strong),rovivi,,,bb6f381eae2361fff44041a8c008354c ; 517d211936b618209fcbfa8462fe83b8 ; 492bc37664f6228bccdddb0ff76b57c6,plants,,
SN003899,a kind of fern,ruava,,,72f5b1792e2dc3efd78fe0871744127d,plants,,cyathea species
SN003900,"remove, erase something, wipe something out",rudaha,,,,removal,,
SN003901,forgive something,rudaha,,,,,,
SN003902,citrus fruit drink,ruegaga_moorii,,,,food & drink,,
SN003903,river,ruene_1,,,3d2bb6d3f59138631b0bfec37104eb5f ; e5e10dab9831d416a625120a671e2341,environment,,
SN003904,fresh water; water,ruene_2,There is no general term 'water' in Teop.,,,substances,,
SN003905,water container,ruene_3,,,df27f798952bdc5aef9e1b6dbf82ca54,containers,,
SN003906,be watery,ruene_4,,,,physical properties,,
SN003907,drinking water,ruene_gaga,,,,food & drink,,
SN003908,water ditch,rueoro,,,abdd05df9e9aacc46f16dc15c3974c06 ; 24254aa1a3d40dcade58f18493b3e5da,environment,,
SN003909,be watery,rueruene,,,,unclassified,,
SN003910,transport something; ship something,ruhana,,,,motion,,
SN003911,ficus tree; Bengal ficus,ruhu,,,ea85cb41a1387bede4fcef5f7eb8cd1e ; e27200f76bafda9bb76e1296854f11de ; 4e1ab2dfa294500402762597721973da ; 451f2bce0c2c3ed5e364e57946403d74,plants,,ficus benghalensis
SN003912,pull something out; pull something off,ruke,,,,removal,,
SN003913,pull many things out,rukeruke,,,,removal,,
SN003914,egg,rupi,The noun class affiliation of <rupi> 'eggs' varies even in the examples given by the same speaker.,,6780df9f3c381b68f8ec762e5037cb53 ; 85c4e399824d82032a10022abea74cfa,"animals, unclassified",,
SN003915,stones heated over a fire and used to cook something in the earth oven,rupirupi,,,f064f1597f544809f9969382835bb5ad,fire,,
SN003916,observe something; watch something in large groups of people,ruru,,,,perception,,
SN003917,watery; full of fresh water,ruruene,,,,physical properties,,
SN003918,drop something; cast something,rurun_ni,,,,transfer,,
SN003919,deep,ruruvuna,,,3309ef1c988755ac78042979de0be666,dimensional properties,,
SN003920,small; little,rutaa_1,,,b0446cb8bdb900512c9af515c194bb04 ; 2ae861d04ab43afb644776bb504fccc8,dimensional properties,,
SN003921,the smallest of a certain kind of things,rutaa_2,,,,comparison ; dimensional properties,,
SN003922,be smaller than something else,rutaa_oha,,,48606d75e58b7acceb1c2bc3fe2b5244 ; d59a849ec84981198c32f468820e9d22,dimensional properties ; comparison,,
SN003923,be as small as something else,rutaa_vo,,,,comparison,,
SN003924,small; little,rutarutaa,"used when the property is assigned to many persons, animals or things",,3a435042b96c5a230fdde6d4555190d7 ; 60de39405d8e2b50cde65abd01f5606a,dimensional properties,,
SN003925,be too small,rutarutaa_oha,,,,comparison,,
SN003926,not find what one expected to find; come late and miss somebody or something,ruuruu,,,,unclassified,,
SN003927,dive,ruuvu,,,4abeade7942c82169a8365cbc7a0a61c ; dc5eadb843892742983ffed026bfd164,motion,,
SN003928,dive for turtles,ruuvu_goroto,,,,fishing,,
SN003929,dive down,ruuvu_gunaha,,,,motion,,
SN003930,dive into (the sea),ruuvu_hopo,,,,motion,,
SN003931,dive for fish,ruuvu_iana,,,667bfb73b7d63d9826af63698d61905b,fishing,,
SN003932,dive habitually with something,ruuvuruuvu_mi,,,dc5eadb843892742983ffed026bfd164,fishing,,
SN003933,full of saltwater and sand when one has been in the sea,ruviruvin,,,,body & health,,
SN003934,scratch something (a body part); pull the skin off something (e.g. the body),ruvisi,,,,body & health,,
SN003935,dive,ruvu,,,,motion,,
SN003936,some (partitive article),sa_1,,,,grammar,,
SN003937,pieces of something,sa_mata,<mata> is always followed by a modifying noun,,,grammar,,
SN003938,Saturday,Saarere,,,,time,,
SN003939,shovel,saavoro,loanword,,,tools & weapons,,
SN003940,ten,saavun,<saavun> functions as the head of NPs.,,,quantification,,
SN003941,not yet,sabin,,,,time,,
SN003942,not yet,sabun,,,,time,,
SN003943,changes,saenisi,loanword,,,unclassified,,
SN003944,someone you feel sympathy with,sahata,,,,emotions ; persons,,
SN003945,not yet,saka_bin,"<bin> is used in negated verb complexes and directly follows <saka>, which stands by itself and does not form the disjunctive negation like < saka ... haa>.",,,time,,
SN003946,not,LX000041,This construction can be considered as a disjunctive negation similar to French <ne ... pas>. But note that <saka> may occur without <haa>; see <bin>,,,negation,,
SN003947,fishing method for catching little fish for baits,sakosakopo,,,,fishing,,
SN003948,be fast; be quick,saku,,,,time,,
SN003949,quickly,sakusaku,,,,time,,
SN003950,never; not ever,LX000042,,"short form of < sa(ka) manin > in VC, combined with the post-head particle < haa > expressing that something will definitely not happen",,negation,,
SN003951,"too, very",sana,,,,unclassified,,
SN003952,most; very: a lot; so much,sanasana,,,,unclassified,,
SN003953,Sunday,Sande,,,,time,,
SN003954,kind of pepper plant the leaves of which are used for betelnut chewing,sanlong,,,,plants,,
SN003955,soap,saopo,,,,clothing & grooming,,
SN003956,salt,saoro,,,,food & drink,,
SN003957,bounce back,sapirin,,,b4dac8488e308107af3db7723b15ed8e ; 4a0e815b875274ec3e6f44c5459ed025,motion,,
SN003958,splash,sapusaka,,,,unclassified,,
SN003959,"strong bush vine used in house building, but today the people use nails",sareai,,,d6a981eb51ec4d639fa561094f6a1efc,tools & weapons,,
SN003960,knife for cutting grass,sarep,,,,tools & weapons,,
SN003961,kind of fishhook,saruvee,,,237d6ee1dbed6e75df6f711c2ebe11e3,tools & weapons,,
SN003962,fan,sasaku,,,d0dcba410ccf3728acaa1b3843ffe37e,fire,,
SN003963,where,sau_1,,,,questions,,
SN003964,whatever,sau_2,"<sau> translates as 'what' only when it functions as a complement of the preposition <vo2>, which has the form of an adverb or a prepositional phrase.",,,questions,,
SN003965,hundreds,savusavun,,,,quantification,,
SN003966,not,LX000043,Disjunctive negation of the verb complex; short form of <saka ... haa>,,,negation,,
SN003967,hop (on one foot),sege,,,,motion,,
SN003968,kind of fishing net with cowry shells attached to it,seige,,,286dbbe4575b9fae74b2abe7330d8d87,tools & weapons,,
SN003969,kind of fishing net,seisei,,,c8975e807d699646ab6d7c11da3a672a,tools & weapons,,
SN003970,slate,serete,,,87bd697e040189d8aaf912136329ed7d,unclassified,,
SN003971,chair,sia,,,,house,,
SN003972,the Japanese,Siapani,Both the singular and the plural form are used to refer to the people. The singular form seems to refer to the whole group of Japanese people who occupied Bougainville in the Second World War.,,,groups & collections ; persons,,
SN003973,"Fragrant Manjack, Bird Lime Tree",sibo,,,75d145f4d31319fefe39889b998fe84e ; bcf29bf858cadd8368d8fc91ca532ac1 ; 95c21645a43de9231811aab5170f35b4,plants,,cordia dichotoma
SN003974,"roast something; smoke something (e.g. fish, meat); dry something (coconut, cocoa)",sibono_1,,,353509171e040c2f7cb059b7f3a12ec7,food & drink,,
SN003975,rack for roasting,sibono_2,,,8dd96ab32b28a0e0af3c5dda2d50bf6d,food & drink,,
SN003976,use something for roasting fish,sibono_iana_ni,,,,food & drink,,
SN003977,copra roast,sibono_kavuraa,,,b2de1720c882ce461ac13608966445e0,agriculture,,
SN003978,urge somebody to do something,sibusibuhu,,,,communication,,
SN003979,cigarette,sigaara,,,,food & drink,,
SN003980,string or thread made of fibres,sigauva,,,4727ac17a1778e62624418e3d9543276,plants,,
SN003981,(of leaves and roots) sprout,sigooru,,,9226b72abf453476488c517ea1ee582c ; 0e9a8bca4f7c3f17cd6ba22e2fc87eab ; 708185bab7d6bcdaa25b13de0665e034,plants ; growth,,
SN003982,dance the traditional dance with bamboo sticks,siguru_1,,,,culture,,
SN003983,a traditional dance with bamboo sticks,siguru_2,,,eaffd578c99baf5e1f35a3c804de7527 ; 644ce0055aa78b80f07bbdaaf71ab354,culture,,
SN003984,"(expressing empathy) dear, poor; little; small",sii,The diminutive determiner precedes the head of a NP and may be repeated with modifying adjectival phrases as in [Mah 01R 005] and [Eno 13W 060]. Occasionally it is only found with the modifying adjective [Sii 42W 002].,,,emotions,,
SN003985,only a little bit; almost,sii_hum_koa,,,,grammar,,
SN003986,Divided Auger,siipoo,,,fa5704e9e265a0a554385128fb33bf16 ; a5d525533068a8eb397e1e64e7ced3cc,"animals, shellfish",,
SN003987,teacher,siisia,,,,persons,,
SN003988,examine something,siisira_1,,,,unclassified,,
SN003989,examination,siisira_2,,,,unclassified,,
SN003990,feather headdress,siisiri,,,7b8871858d08692d5392e683cc29c95e ; 5d8d70e8621d08dd5f97d28f102225da,clothing & grooming,,
SN003991,bathe regularly,siisisibu,,,,body & health,,
SN003992,dark pink taro of the NaoKaripa clan,sikaari,,,,food & drink,,
SN003993,crack (nuts or shellfish); crush (nuts or shellfish),siki,,,c4e61cbddacb35b466b64ceea8e01baa ; d3bf8aca37e3983e01eccb0201a83619,food & drink,,
SN003994,"crush something (nuts, shellfish)",siki_boha,,,,food & drink,,
SN003995,crush and break nuts and shellfish,siki_booboha,,,68255b016848030cc798e1921749a4b5,food & drink,,
SN003996,crush galip nuts,siki_ohita,,,8b9ed9f07063602d7eb36fc4953e21c2,food & drink,,
SN003997,skirt,sikioti,,,,clothing & grooming,,
SN003998,spike,sikiri_1,,,4a0e815b875274ec3e6f44c5459ed025,tools & weapons,,
SN003999,"strong thin bamboo fishing spear with about six small, thin pieces of iron at one end",sikiri_1,,,,,,
SN004000,midrib of coconut and sago palm leaves,sikiri_2,,,c20af0b7505569dd03a018275baa1c94 ; 4c5a03d531e9066ed77190b5613f3ac7,plants,,
SN004001,thin; skinny; skin and bones,sikiri_3,,,,body & health,,
SN004002,crack nuts,sikisiki,,,,food & drink,,
SN004003,grasshopper,sikisikinaakaa,,,4d6e1ddb6ee666ae8738cb5ebf459b2e,"animals, insects",,
SN004004,(of rain) fall,siko,,,,environment,,
SN004005,(of rain) fall very hard,siko_vamihimihii,,,,environment,,
SN004006,attend school; go to school,sikusikuuru,,,,unclassified,,
SN004007,school (institution; building),sikuuru_1,,,6f14447d1d8f639507210379b5e0acad ; 2555ddd81ba12d47a6bffa2c74f085d7,unclassified,,
