ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Corpus_Reference,Sense_IDs
XV004354,tio,"... paa rake vue a peha otei, me sinanae paa sue vamanaata bo tamanae, ...",,,"... one man wanted (her), and her mother and father agreed,",,,Iar 02RG 208,SN002559
XV004355,tio,Teo peho bon me sinario beiko paa vahuhu.,,,"One day, the mother of the children gave birth.",,,Aro 06E(Eno) 004,SN002559 ; SN004030
XV004356,tio,Antee kurus vai tea vababaitono me Biroo!,,,Do stop listening to Biroo!,,,Aro 05E(Eno) 073,SN002560 ; SN005578
XV004357,tio,"Ean tara inana vareko me kamamaanam en mee, enam mee a sii maa moon, ha?",,,"You recognise us for what we are, we too are women, ha?",,,Vos 01R(Vos) 089-090,SN002560 ; SN004657
XV004358,tio,A bero amaa sii vuri vareko to vataratara me nao e bona.,,,"Many times, he watched him. (lit. (It was) quite many times that he watched him.)",,,Ter 01E(Eno) 006,SN002560 ; SN006229
XV004359,tio,"Mea beiko paa beera maa, me beera maa, ...",,,"And the child grew bigger and bigger, ...",,,Iar 02RG 089,SN002562
XV004360,tio,Teo peho bon mea beiko tenaa e Jim paa rake tea skul en Rabaul.,,,One day my son Jim wanted to go to school in Rabaul.,,,Pur 02E(Eno) 250,SN002562
XV004361,tio,"A huan paa siko vuru mea gosi piono tenam paa vasupisupi,",,,It has been raining and the shoots of our pumkins grew many new leaves all over.,,,Sii 38W 056,SN002563 ; SN003462 ; SN006181
XV004362,tio,Meam paa rosin vo sau?,,,Where did you flee?,,,Eno Tah 01E(Eno) 033,SN002564 ; SN003963 ; SN006525 ; SN006594
XV004363,tio,Mene tae bene meam vamagemagee mi nom ee?,,,What for are you socialising with her? (lit. For what this and you (pl.) socialise with her?),,,Aro 04R 124,SN002564 ; SN005864
XV004364,tio,Kao te subumeam.,,,Go to your grandmother.,,,Aro 01(Eno),SN002565
XV004365,tio,Kavara meam amaa subusubuava?,,,All of you old women?,,,Iar 01R 421,SN002565
XV004366,tio,"Evehee teiee to vigis nana, ore paa meamea.",,,"But whoever was late, remained thirsty.",,,Aro 01R 008,SN002566 ; SN003101 ; SN004884 ; SN006458
XV004367,tio,eori he haraa bono meamea,,,they felt thirsty (lit. the thirst),,,Mom 01E(Joy) 026,SN002567
XV004368,tio,"Tea maa tobina roava bea vahara beiko oga koa ni bono meamea, ...",,,"When at noon the children just cried with thirst, ...",,,Aro 01E(Eno) 016,SN002567
XV004369,tio,Mean na rake pete nom a tabae?,,,And do you want anything else? (lit. and you want in addition what?),,,Vae 01R 124,SN002568 ; SN003420 ; SN004358
XV004370,tio,O meana.,,,The tongue.,,,SaoSen 01W 141,SN002569
XV004371,tio,E subuava na vaameana tavusu ni maa bona meanae meve vaigosi nana tea tara tenaa.,,,The old woman stuck out her tongue and made me sick when I looked at it.,,,Jan 01W 137,SN002570 ; SN005331
XV004372,tio,E bubuu na vaameana tavusu ni maana bona naha meanae meve vaigosi nana tea tara tenaa.,,,Granny stuck out his tongue with the chewed betelnut on his tongue and he made me feel sick when I saw it.,,,Jan 01W 075-076,SN002570 ; SN005753
XV004373,tio,"Bean voosu me amaa dee kave, pasi vaobete roho noman, eve re meapa roho.",,,"When you come home with a load of kave-vines, you lay them first down, so that they become flexible.",,,Naph 03W 043,SN002571
XV004374,tio,Meara na dao rae bono are te Magaru.,,,And we call it Earthquake´s betelnut palm.,,,Val 02R 106,SN002572 ; SN003673 ; SN003767
XV004375,tio,"O kehaa vai mee o medaa na teitei batari irihi. Na rakorakoto batari teo vasu mee. Bean kapa o vasu, ean paa tara riori.",,,"These shellfish, too, the Silver Mouth Turban, stay at the edge of the reef. They also stick on the stones. When you lift the stones, you see them.",,,Sii 45W(Joy) 186-188,SN002573
XV004376,tio,"A medaa na tei me rori bona girogiroas teori, o rahirahi vaa toon riori o tara vamanin. Amaa meha maa hum na tara vamarabi batana, amaa meha maa hum he na tara vapereperee batana. A matanae na potee nana bono mata koerau.",,,"The Silver Mouth Turban has a colourful pattern, the stripes on their back look beautiful. Some parts look brown, other parts look green. Its eye is similar to the eye of the koerau shellfish.",,,Sii 18W 153-156,SN002573
XV004377,tio,Meori paa mee anaa hausiki vaa Vaakonaia.,,,"So, they sent me to the hospital in Vaakonaia (Wakunai General Hospital)",,,Hoa 02E(Joy) 084,SN002574
XV004378,tio,"... mepaa sue vataaree ki nao bona voen, na mee bata ri naona bona ta Teapu.",,,... and informed him that he was leading the Teop people there.,,,Sii Ond 01W 130,SN002574 ; SN002893 ; SN004152
XV004379,tio,Enaa mee na tii me nom o vuha ponis teebona.,,,"me too, I am worried about it. (lit. I have a heavy breath because of it)",,,Pur 02R(Pur) 272,SN002575 ; SN006627
XV004380,tio,"Be subuava sun tea vaavuriha, a sii otei vai repaa vaavuriha mee.",,,"When the old woman stopped to have a rest, the man had a rest, too.",,,Aro 01(Eno) 068,SN002575
XV004381,tio,"Benam mee nom tea paku postaono, enam paa vaamatatopo roho amaa taba vai ei [...].",,,"When we are about to make postaono, we prepare the following things [...].",,,Hel 01RG 003-005,SN002576
XV004382,tio,Me teo peho bon meori paa gono tavusu kahi bari bona nahu meori paa mee hovo bari komana inu.,,,And one day they got her out of the pot and they took her inside the house.,,,Iar 02E(Eno) 033,SN002577
XV004383,tio,Paa mee hovo vaha komana inu.,,,(They) take (her) back into the house.,,,Vos 03R(Vos) 216,SN002577
XV004384,tio,"""Nao, eam re no mee maa e Sookara.""",,,"""Go and bring Sookara here.""",,,Sia 01E(Joy) 088,SN002578
XV004385,tio,"""Iaa no mee maa a moon tenaa na tii nana kasuana teo sinivi.""",,,"""Mum, go and bring my wife here, (she) is on the beach in the canoe.""",,,Aro 08R 092,SN002578
XV004386,tio,Mee maa e kuhoo ne vaapate nom bean nahu sakusaku koa maa roho ta sii nahu paapao tean.,,,"Give me the baby, I'll hold it while you can just quickly cook your pot of greens.",,,Aro 06E(Eno) 034-035,SN002578 ; SN005389
XV004387,tio,Tavus teebona mea Amerika paa mee me kamanam Torokina.,,,From there the Americans took us to Torokina.,,,Pur 01R(Pur) 026,SN002579
XV004388,tio,Mea Amerika paa mee me kamanam Torokina.,,,And the Americans took us to Torokina,,,Pur 01E(Joy) 016,SN002579
XV004389,tio,Tea nubunubu teo meho bon menaa paa mee nao e Hubert vo Tinputz.,,,The next morning I took Hubert to Tinputz.,,,Mah 13E(Eno) 308,SN002580
XV004390,tio,"Kavara vai, meve paa mee nao bona inu teori.",,,"After that, she took him to their house.",,,Sia 01E(Joy) 126,SN002580
XV004391,tio,"E suunano he mee oha koa ri bari bona otei , ...",,,"When the chief was leading the man past them, ...",,,Aro 07E(Eno) 121,SN002581
XV004392,tio,"""O iaa! No mee voosu maa a moon rau teo sinivi!""",,,"""Oh Mum! Go and take that woman in the canoe home!""",,,Aro 08E(Eno) 176,SN002582
XV004393,tio,menam paa mee voosu ee,,,then we took him home.,,,Vaa Mah 06R 055,SN002582
XV004394,tio,"Tea tabae enam a abana vai to naonao tea sikuuru, na meemee batari bona maa moon teori bara beiko teori,",,,"Because we were the people who went to be trained, and who had taken their wives and their children along,",,,Pur 01R(Pur) 199-201,SN002583
XV004395,tio,"Na vahio vo koa roho en, a meemee me koa bono paku.",,,"They only got married this way, only taking them together with the feast.",,,Kae 01R 095,SN002583
XV004396,tio,Ei beori meemee bona a beiko teo kasuana teve.,,,This is when they take the child to his/her land.,,,Kae 02R(Sao) 210,SN002583
XV004397,tio,"O giraffe, o meemee, hippopotamus, o kuruu vai o bebeera, ...",,,"Giraffes, goats, hippopotamuses, big snakes, ...",,,Sii Eno 01W 215,SN002584
XV004398,tio,Bero sana aba to subuava vai eori he sabin tara bona meemee.,,,Very many people who are old now haven't seen a goat yet.,,,SiiSen 03W 125,SN002584
XV004399,tio,O korotoe a meha iana vaa namana.,,,The korotoe is another fish of the deep-sea.,,,Eno 11W 113,SN002585
XV004400,tio,A maraboro mee a meha iana vai to aniani raara.,,,The purse-eyed scad is also another fish that we eat.,,,Sii 42W 060,SN002585
XV004401,tio,tea meha maa vuri,,,sometimes (lit. at other times),,,Sii 07W 227,SN002585
XV004402,tio,Meori paa paku pete bona amaa inu tea meha maa teacher vaa tea Bible College.,,,(They built first the principal's house). After that they built the houses of the other teachers of the Bible College.,,,Mor 01R 641-643,SN002585
XV004403,tio,"... mepaa sue ki bene meha teve, ""Maagee! A tabaan teara to goroho maanau!""",,,"... and (the giant) said to his friend, ""My friend! Our food is lying asleep there!""",,,Viv 01E(Eno) 046-047,SN002586
XV004404,tio,A maamihu vuri e Bakubaku toro nomaa tamuana nana tea an kariapa te meha teve e Moogee.,,,Every day Shark came to his friend Monkey to eat myrtle fruit.,,,Ter 01E(Eno) 024,SN002586 ; SN005042
XV004405,tio,"Mepaa dadao nao bona meha, mea meha paa dadao nao bona meha, ...",,,"And (they) called another one, and (this) one called another one, ...",,,Val 01R 044,SN002587
XV004406,tio,"Meori paa paku vo teebona. A meha gunaha ore vaasun bona kave baoru teve, kavara paku vori meori paa sun.",,,"And they did it like this. And one (of them) got down to stand up his bamboo frame net; all of them did it like (this), and they stood (there in the water).",,,Sii 06RG 228-231,SN002587
XV004407,tio,"O rabutana o vua naono o vua nin mataa. Amaa meha amaa kapaa, amaa meha he amaa maen.",,,"The lychee has good tasting fruit. Some are sweet, others are sour.",,,Sii 17W 314-315,SN002587 ; SN003672
XV004408,tio,"Enaa he suguna vaan, ahiki benaa tei vamataa vira, meha maa vuri enaa repaa kamis, meha maa vuri enaa repaa tei vamataa.",,,"When I arrived in the village, I was not really well, sometimes I am ill, at other times I am well.",,,Pur 02E(Eno) 256-258,SN002588 ; SN004873
XV004409,tio,"Bea peha papa inu kavara, eara repaa taneo a meha papa inu.",,,"When one side of the house is finished, we start with the other side of the house.",,,Eno 02W 045,SN002589
XV004410,tio,Menam no pita tavusu tea meha papa tahii.,,,And we walked (through the jungle) coming out at the other seaside.,,,Tav 01E(Joy) 008,SN002589 ; SN003503
XV004411,tio,Na kaku momohu bona peha papana mepaa kaku bona meha papa toa.,,,"First he chopped one side, and then he chopped the other side of the chicken.",,,Pau 01E(Joy) 021,SN002589 ; SN003378
XV004412,tio,A kioru na aniani ria meha papa tavaan.,,,The pufferfish is eaten by some people.,,,Vaa 09W 186,SN002590 ; SN003250
XV004413,tio,A meha papa tavaan na aniani rori bari.,,,Some people eat it.,,,Jub 02W 021,SN002590
XV004414,tio,E Phillip Bilua tii kaakoo maana tea meha papana.,,,Phillip Bilua was living on the other side.,,,Mor 01R 389-390,SN002591
XV004415,tio,"Ei komana inu, eara na paku rara o buaku o poa. O peho tea meha papa inu o meho he tea meha papana.",,,"Now, inside the house we make two benches. One on each side of the house (lit. one on one side of the house, but the other one on the other side).",,,Eno 06W 072-073,SN002591 ; SN003392
XV004416,tio,Amaa meha papana na matemate.,,,Some have died.,,,Pur 01R(Pur) 355,SN002592
XV004417,tio,"me peana me nana bona aba vai to paa kao tatana mau bona, amaa meha papana he nomaa meori asun bari.",,,"and while he was busy with this person that had come to meet him, the others came and hit him.",,,Sii 06RG 501-503,SN002592 ; SN003340 ; SN004766
XV004418,tio,"A peha vaa teori peha vai, a meha papana he tea vakikira ni nao bene Kitata.",,,"One of them climbed, the others watched out for Kitata.",,,Primer 05W:35,SN002592
XV004419,tio,"Baitono rori a meha papana,",,,"Some listened, others didn't listen.",,,Mah 13R 0379-0380,SN002593
XV004420,tio,"Meha papana paa hiavau Vasuposu, meha papana paa kaakoou Aeta, a meha papana he paa tei bata koau.",,,"Some went up to Vasuposu, others went to Aeta, and still others just stayed on.",,,Eno Tah 01E(Eno) 085-086,SN002593
XV004421,tio,"Teo kake, ahiki ta meha taba to paku nae, a goroho koa.",,,"In the hut, there wasn't anything that he did, only sleeeping",,,Sia 01E(Joy) 052,SN002594
XV004422,tio,Teo meho bon menam paa nao tea vasisira tea peha inu to dao riori bona zoo.,,,The next day we went to visit a house that is called the zoo.,,,Sii Eno 01W 208,SN002596 ; SN006164
XV004423,tio,"Be rosin teo meho hum, hum bona repaa tagaru.",,,"When he fled to another place, this place shook.",,,Val 02R 059,SN002596
XV004424,tio,"O meho kaku nahu iana, benam torovi eve, meho matapaku nahu iana he benam pupuhu eve teo suraa.",,,"(As for cooking fish, there are two ways of cooking fish.) One kind of cooking fish is, when we fry it, the other thing - the other method of cooking fish is when we roast it on the fire.",,,Hel 05R 004-005,SN002596 ; SN005051
XV004425,tio,"Meho bon, a moon paa kao gunaha nao.",,,"The next day, the woman went down.",,,Ata 01R 062,SN002596
XV004426,tio,"O meho keusu he baitono voen, ...",,,"When the other rats heard this, ...",,,Val 01E(Eno) 007,SN002597
XV004427,tio,O meho aba o usuusuana.,,,Some people are full of lice.,,,Sii 33W 152,SN002597 ; SN005124
XV004428,tio,"O meho buo sinivi he paa taneo vaevuru tea vahakaa, o meho tea papa matau, o meho he tea papa keruka.",,,"The other two canoes start now to beat the water, one on the right side, the other one on the left side.",,,Eno 12W 013,SN002598 ; SN003253
XV004429,tio,O buaku o kaku ginuva. O meho o girogiroasi gogooravi. O meho he o pereperee.,,,There are two kinds of ginuva trees. One has a red colour. The other one is green.,,,Sii 39W 007-009,SN002598
XV004430,tio,"O buaku o kaku rameana, o meho o paka gogooravi, o meho he o paka pereperee.",,,"There are two kinds of rameana, one has red leaves, the other one green leaves. (i.e. a pipturus tree species)",,,Aro Sha Joy 01W 110,SN002598
XV004431,tio,"""... amaa hoi ohita paa hapusuu?"" ""Na mei vakisi nana.""",,,"""...are the galip nut baskets full?"" ""Not yet.""",,,Aro 12R 025,SN002600
XV004432,tio,O sumeke mei bata maana,,,Old age is not yet approaching.,,,Pur 01R(Pur) 551,SN002600 ; SN002601 ; SN004197
XV004433,tio,Enaa paa skul a puana he mei maana.,,,I started school when the war was not here yet (i.e. I started school before the war).,,,Mah 01R 029,SN002600 ; SN004090
XV004434,tio,Mei nana tea kaokahi bona Teapu evehee vatasu kurina mi bona abana.,,,"Before leaving Teop Island, however, he shook hands with the people.",,,Vaa Mah 06E(Eno) 079,SN002600 ; SN002602 ; SN004841 ; SN006231
XV004435,tio,"Bea overe mei maana tea supi, na boko maana.",,,"Before the coconut sprouts, (its) sprout breaks through (the coconut huskl).",,,Sii 34W 002,SN002601
XV004436,tio,"O pihae vai o mahaka na rava riori bene guu, beori mei rori bari tea kaku.",,,"The dry coconut frond is used for singing the pig, before they butcher it.",,,Joy 17W 115-116,SN002602 ; SN003763
XV004437,tio,Goe ta paku me kamanam en.,,,Don't do it with us here.,,,Mah 13R 0358,SN002603
XV004438,tio,Menam tei bata miri nom eori to pate rosin tagihu mekamanam.,,,We stayed with those who fled with us into the jungle.,,,Hoa 02E(Joy) 006,SN002603
XV004439,tio,Oromo a meme kaukau tean.,,,Swallow your chewed sweet potato.,,,SiiSen 01W 406,SN002604 ; SN003118
XV004440,tio,Pura nia meme iana.,,,spit out the chewed fish.,,,SiiSen 2013W 009,SN002604 ; SN003625
XV004441,tio,A otei bona memee a suunano.,,,"The boy, too, (must be) a chief.",,,Daa 01R 021,SN002605
XV004442,tio,A iana he nomaa me memeke ri bona tobara otei.,,,The fish came and filled the nets of the men.,,,Sii 06RG 233-234,SN002606
XV004443,tio,"meori toboha vahaka maari, o iana he memeke ri bono tobara otei to van sun me rori bona maa kave teori.",,,"and as soon as they beat the water, the fish went straight to the men who stood there with their nets.",,,Sii 06E(Joy) 136,SN002606
XV004444,tio,"O buo paka vana vai banata vai, no kosi mai, are momono kaukau nie mena tamari vaa tea vaasusu.",,,"The two geminated leaves have become thick, Go and cut them, so that we can use them for wrapping sweet potatoes for the school lunch.",,,Sii 34W 011,SN002608 ; SN002685 ; SN004534
XV004445,tio,Menaa paa vaagaga ri nao ori.,,,And I gave them a drink. (lit. made them drink),,,Aro 02E(Eno) 078,SN002609 ; SN003106 ; SN003787 ; SN005178
XV004446,tio,Meha maa vuri a abana repaa menaa bono kururu potee bona vuhun.,,,Sometimes the men bend a kururu bamboo like a bow.,,,Joy 26W 123,SN002610
XV004447,tio,"Ean paa menaa bata a overe, o kapa repaa takapa kahi bata bono meho kapa.",,,Then you bend the coconut so that the husk peels off the shell. (lit. so that the cover gets removed from the other cover),,,Joy 17W 061,SN002610 ; SN004471
XV004448,tio,"A meha vuuaba, na tii nana e ta pee teve to koroto menae bono upee teori.",,,"Each clan has its own pattern which they paint on their upee hats. (lit. The other clan, there is its pattern that it paints their upee hats with)",,,Mah 02R 064,SN002611 ; SN004295
XV004449,tio,"Beara tau paku menaga, eara toro nao roho mohina tea kasi tapeako.",,,"When we are about to make manioc dumplings, we must first go to the garden to dig out maniocs.",,,Jan 04W 003-004,SN002612 ; SN004621
XV004450,tio,"Bean voosu vahaa maa, ean paa kosi bata maa ta maa karirava mena menaga.",,,"When you come back home, you cut some karirava leaves for the tapioca pudding.",,,Aro 02E(Eno) 089,SN002612
XV004451,tio,A menaga sa pakupaku vahogo haa ni roho ori nabunuu.,,,The tapioca dumplings were never made in a casual way in the past.,,,Kae 02R 153,SN002612 ; SN005729
XV004452,tio,"Vin rori bona petata, mene vaobete bona menaga.",,,They weave the petata-basket for putting the tapioca dumplings on it.,,,Joy 17W 107,SN002612 ; SN003419
XV004453,tio,O peho savun buaku menaga toro vararana niara.,,,Twelve menaga dumplings we must line up.,,,Jan 04W 086,SN002612
XV004454,tio,"A muu, a iana, o menamenaga ani bata ori.",,,"Taros, fish, menaga, they ate.",,,Vos 02R(Vos) 304,SN002614
XV004455,tio,Kao nao te subumeam to mene tei bau me nana ta ruene.,,,Go to your grandmother who might have water.,,,Aro 01E(Eno) 037,SN002615 ; SN004104 ; SN004115
XV004456,tio,"Sun, eam re rosin, eam mene puripurihi!",,,"Stand up, run away, otherwise you get wet!",,,Aro 02R 017,SN002615
XV004457,tio,Rosin nao mene asun vuan.,,,Run otherwise you get killed.,,,SiiSen 2013W 010,SN002615
XV004458,tio,... to mene tarom en tobina.,,,(and it is also the beam that will help to lift up the rafters) and that prevents them from breaking in the middle.,,,Eno 23W 006,SN002615 ; SN004736
XV004459,tio,Goe ta vakarekare a suinman mene subusubu.,,,Don't scratch your skin or else it will swell.,,,SiiSen 01W 189,SN002615 ; SN004121 ; SN004185 ; SN005796
XV004460,tio,Nam na rake nom ta moonii mene a inu lotu.,,,We want some money for a church.,,,Iar 01R 615,SN002616
XV004461,tio,Matatopo varaba o koverau o rutaa mene o hihiana.,,,Prepare a small piece of koverau bamboo for the net needle.,,,Naph 03W 034,SN002616
XV004462,tio,Kovata kanaa to muu mene an tenaa.,,,Cook some taro for me to eat. (lit for my eating),,,San 01E(Eno) 074,SN002616
XV004463,tio,Nam repaa gono a saoro ge tahii mene vaatatahiana bona nahu.,,,Then we get salt or saltwater for salting the pot.,,,Hel 05R 014-015,SN002617 ; SN005505
XV004464,tio,"Murinae nam paa gono o hiihii, mene vaaninmataa bona nahu tenam,",,,After that we get ginger to give our dish a good taste.,,,Hel 05R 018-019,SN002617 ; SN005364
XV004465,tio,"eara na nomaa tea tapihuu mene vaakavara bona maa taba vai,",,,"we came to the piuvu dance to finish these things,",,,Mom 01E(Joy) 150,SN002617
XV004466,tio,"Be raka, hihi a kara nae mene paku bona kanono.",,,"When it (the young breadfruit tree) is dry, pull off its fibre to make the string.",,,Naph 03W 025,SN002617
XV004467,tio,"Gaagin, a babaaru an, mene tabae mean vababaitono mi nao e Biroo?",,,"Gaagin, stupid you are, what for did you listen to Biroo?",,,Aro 05R 067-68,SN002618
XV004468,tio,Ae mene tabae mean rake bata nomee?,,,What for are you looking for him?,,,Nah 02R 075,SN002618
XV004469,tio,Menam paa mosi koa maa o kumako meno paranda.,,,And we just cut a kumako palm for the floor.,,,Eno 13W 075,SN002619
XV004470,tio,Rerau ean paa kosi a paka no taovu meno taovu tean.,,,Then you cut off the leaves of the pandanus for your hood.,,,Sii 41W 038,SN002619
XV004471,tio,O boon to mosimosi riori meno tatasu.,,,Mangrove wood is cut for the pestle.,,,Sii 15W 073,SN002619 ; SN004776
XV004472,tio,"meno suguna komana tea vagegeana aba,",,,"(and they started to pass it along to each other) until (it) got to the last person, (lit. and (it) went (and) arrived actually at the last person)",,,Aro 10E(Eno) 083,SN002620
XV004473,tio,... meori rosin kahi bona vaan.,,,... and they had run away from the village.,,,Sii 06RG 455,SN002621
XV004474,tio,Meove paa pitapita vasihum bata.,,,And he walked a little bit.,,,Sia 01E(Joy) 104,SN002622
XV004475,tio,"Me teo peho bon, mepaa nao bana mohina, ...",,,"One day, (she) went again to the garden, ...",,,Nah 02E(Eno) 127,SN002623
XV004476,tio,mere subunae paa taneo tea kikira ni bari.,,,and her grandparents started to look after her.,,,Val 03E(Eno) 005,SN002625
XV004477,tio,Mere Rigamu bo Buasiana paa gunaha maa.,,,Rigamu and Buasiana came down.,,,Sii Ond 01W 046,SN002625
XV004478,tio,Mere Hedaa bo Taneoviri paa dee voosu bona sosopene toa.,,,And Hedaa and Taneoviri carried the saucepan with the chicken home.,,,Pau 01R 053,SN002625
XV004479,tio,Enaa na tii bata meri nom o BRA.,,,I was now with the BRA.,,,Mor 01R 180,SN002626
XV004480,tio,O pus toa na varahi meri nana bono vahara toa.,,,The hen walks in a line with the chicks.,,,SiiSen 01W 667,SN002626 ; SN003641 ; SN005673 ; SN006075
XV004481,tio,"Ahio eve a meha taba to vaapeha merina bona bua naovana hiri vai, a gotoo bara takuisi.",,,"The ahio lizard is another creature that is similar to the two creeping animals, the gotoo and the takuisi lizard.",,,Sii 2008W 002,SN002628 ; SN002912 ; SN004517
XV004482,tio,"A metaono a tokeree voen tea karebahu, evehee na teitei nana komana ruene. A metaono a bebeahu. Na aniani nana bono vahara iana, esuu, katoo bara kookaa.",,,"The fresh water eel is slim like the saltwater eel (the karebahu moray), but it stays in the rivers. The fresh water eel is long. It feeds on little fish, crayfish, crabs and grasshoppers.",,,Jub 02W 032-035,SN002631
XV004483,tio,"A taba vaa ruene na ato raara en komana ruene beara tarae, na potee nana bona karebahu vaa tahii.",,,"The creature of the river, we catch it by hand in the river when we see it, it is similar to the moray of the sea.",,,Eno 11W 150-152,SN002631
XV004484,tio,"meori paa kavara mete bono tovu,",,,"and they were all sucking at the sugar cane,",,,Val 01R 047,SN002632
XV004485,tio,"mepaa nao, na mete tovu batana, evehe tea vaakukunee bata.",,,"and went, (he) was sucking sugarcane, while swinging on the swing.",,,Nan 03R 041,SN002632
XV004486,tio,"A sii kiu teve koa tea mete tovu,",,,"The only thing he could do was sucking sugarcane, (lit. his only little doing was to chew suck cane)",,,Nan 03E(Eno) 022,SN002632
XV004487,tio,"Evehee tavusu koa tea vaavuavuhu ni bona maa karirava, mepaa mete sirisiri vakavara ri maa bona.",,,"After sniffing at the karirava leaves, (he) chewed them all up. (lit. sucked (and) tore (them) into strips)",,,Aro 02E(Eno) 099,SN002632 ; SN005564
XV004488,tio,"Enaa he paa vaatii vuru o marasin vai o paru tea rootoo, mea mete na rootoo paa tagono vuru.",,,"When I had put this black medicine on the boil, the pus of the boil got out after a while.",,,VaaSen 01W 836,SN002633
XV004489,tio,O kuiraa o metemeteana kurus. Ahiki be tau takaku vakahu.,,,The kuira tree is very strong. It won't break quickly.,,,Sii 09W 218,SN002634
XV004490,tio,A metod nae na paku vonaen:,,,Its method is like this:,,,Hel 01RG 010,SN002635
XV004491,tio,"Metomo a sii iana a sii beera vasiihum na teitei nana rapana namana bara beo puhana ore paa tei tea kopua mee. A metomo na aniani nana bono katoo, kobaa a vahara urita bara amaa meha kaku taba mee. A metomo a iana a mataa, na aniani riori.",,,"The Humpback Snapper is quite a big fish, it stays near the ocean; and when it is high tide, then it also stays in the lagoon. The Humpback Snapper eats crabs, hermit crabs, little octopuses, and also other kinds of creatures. The Humpback Snapper is a good fish, it is eaten.",,,Vaa 09W 278-282,SN002636
XV004492,tio,Metomo. Na aniani ria tavaan. Na rahi riori bona kanono bara na kana riori me bona kave.,,,Humpback Snapper. It is eaten by the people. They catch it with a string and also catch it with a net.,,,Jub 02W 036-038,SN002636
XV004493,tio,Meve paa vaahihiva bona ruene.,,,And she heated up the water.,,,Sia 01E(Joy) 122,SN002637
XV004494,tio,Eori he taneo tea popo mi bona moon vai.,,,When they began to live with this woman.,,,Nan 03E(Eno) 012,SN002638
XV004495,tio,"O Gii, Gii, paapoo mi nom a sibono manii, ...",,,"Oh Gii, Gii, stay at home with the possum rack, (we go to the garden, (take care) that a dog does not eat them.)",,,Aro 02R 041-042,SN002638
XV004496,tio,saka kiukiu haa mi kanaa,,,(other chiefs ...) did not work with me,,,Mah 13E(Eno) 223,SN002638
XV004497,tio,A tabae to neba mi nom eam?,,,What are you planting for?,,,Iar 02RG 117,SN002639
XV004498,tio,... no nahunahu komana riori mi ta guu teori.,,,(They take the pig raw) and they will cook the pieces of the pig themselves.,,,Kae 01R 052,SN002640 ; SN002640
XV004499,tio,"... a mi ta guu, ei o vavaa'an vaa tea vakookoa.",,,"The old women would make them eat it, that is menaga or whatever,) pieces of pork, this feeding is called vakoakoa.",,,Bua 01R(Bua) 016,SN002640
XV004500,tio,mene tabae mean vababaitono mi nao e Biroo?,,,what for did you listen to Biroo?,,,Aro 05R 068,SN002641 ; SN005578
XV004501,tio,Goe ta vapeepeha mia maa taba team bona maa taba tenaa.,,,Don't put your things together with my things.,,,SiiSen 01W 466,SN002642 ; SN006044
XV004502,tio,Ei na rake nana ta aba toro nao mie tahii.,,,He wanted someone to go with him to the sea.,,,Aro 05R 010,SN002643 ; SN002886
XV004503,tio,are paa ma paku mie voen tea komana vaan teara,,,then we come (and) treat him like this in our village (lit. ... do with him like this ...),,,Sii 02R 594,SN002643 ; SN003210
XV004504,tio,To asun mie bene guu.,,,That´s why he killed the pig. (lit. That he killed the pig for),,,Aro 15R 167,SN002644
XV004505,tio,"Erau menam paa tei vasiihum koa, menam paa nomaa bata mie Aaron.",,,"After that, we stayed only a little and then we came back with Aaron.",,,Sii 02R 250-251,SN002645 ; SN004877
XV004506,tio,"Evehee o peho ruhu o beera sana na teitei rapana vaan, to mee varavihi mie sinanae bona.",,,But there was a very big ficus tree near the village to which her mother took (her and where she) hid her. (lit. for which her mother took her),,,Aro 14E(Eno) 011-012,SN002645
XV004507,tio,Bean rapisi a beiko bono veveo ore paa mihimihii kurus.,,,"If you whip a child with a broom, it would be very hard.",,,SiiSen 01W 331,SN002646 ; SN003753
XV004508,tio,Penapena tea rapis rio beiko bono veveo na mihimihii kurus nana.,,,"It is forbidden to whip children with a broom, it is very hard.",,,SiiSen 01W 332,SN002646 ; SN003753
XV004509,tio,"Mihu vapoosu nia botori ruene tean, ore goe tea takoma.",,,"Tightly close your water bottle, so that the water won't pour out.",,,SiiSen 2014W 001,SN002647 ; SN004512 ; SN006058
XV004510,tio,O naono to dao raara bono miimiana na purapura nana tea maa rasuu teara.,,,The tree that we call miimiana grows in our forests.,,,Sii 39W 039,SN002649
XV004511,tio,"Eara na rom rara o miimiana, eara repaa kopakopaa eve. Murinae eara repaa kahu e bona maa hum hiovu mene hovu iobo ge hovu overe. Amaa sinaka mee mene pisin iobo ae mene amaa sinaka no sinivi.",,,We fell the miimiana palm and cut it open. Then we carve the sticks for catching sea-sausages or husking coconuts. Also sticks for turning the sea-sausage inside out and for the pegs of the outrigger canoe.,,,Sii 39W 042-44,SN002649
XV004512,tio,"... ean paa gono a paka miimiana tean, ean paa uhu ee bona ohita.",,,"... you get your miimiana leaves, then you smear the (mashed) galip nuts on them.",,,Hel 02R 041-042,SN002649 ; SN005078
XV004513,tio,"O vua no vioga na naha pete riori, evehee na vamanamana vo rien bean naha e, ean repaa mimi revasin.",,,"The nuts of the wild betelnut palm are also chewed, but people think if you chew them, you will urinate blood.",,,Sii 15W 200,SN002650 ; SN002839 ; SN005877 ; SN006504
